,taxa100883,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.002631348109401768,0.052035860767007065,0.005499853273785793,,0.00010890595878339354,,0.0024121032186930932,,0.0071957769872087705,0.22391126539000364,0.004964023673944567,6.192491077439199e-05,0.0007306115919134053,0.08431706086563656,,0.016638865281793657,0.0014114785447584554,,0.0008311244222943188,0.10415769992252734,0.0010736039489464427,,,0.11540244487736155,,0.01833079714146424,0.010786807680776984,0.052998409297457284,0.0005492381342403098,,0.00012978642456517198,,,0.013300651992544037,,,0.0002344958191473257,,0.011115879727288835,0.17328125363041189,,,0.0958887284072698,,,,,,,Control
1,,,,0.017433386231581992,,0.0038705445532317404,,,,,,0.06716363040817272,0.01302954654872324,,,0.008480970357310892,0.009503908253883402,0.048600226508428435,,,0.0034663131561594373,0.13248018734962946,,,,0.0019483679854203208,,0.008630755813837295,0.003345874709724936,0.05288005140670527,,,,,,0.010381373336989613,,,,,,0.5161076692362656,,,0.1026771941439356,,,,,,,Control
2,,,,0.07668214026943719,0.03433297719485688,,,,,,0.0015606643005972487,0.18196322358537295,0.019637966817718514,,0.0028616954647607135,0.007415969740510138,0.011422118246161279,0.022777511697306855,0.0007723497361709794,,0.013646141628494353,0.018999987719362885,0.0023529700720873402,,,0.09892155538362665,,0.034632522401928885,0.03771844183276229,0.009847228874233997,,,,,0.00078544908243173,0.01349058689164794,,,,,,0.34448108167851754,0.03782487402113089,,0.027872543360882903,,,,,,,Control
3,,7.573755911737253e-05,0.005646554407449413,0.015591798281375881,,0.0004070767066348738,,,0.0038346321598101024,0.008993607020009923,0.0035752791795929154,0.03610481429292448,0.005230758249564079,,2.6665298591524732e-05,0.058506909556782186,0.0003320488702937016,0.021950508800258256,0.008862206917444843,0.00028510577809645447,0.007176209768097069,0.07227968836275675,,,0.05274264255745155,0.032706661640477565,7.25945011084856e-05,0.01810796830094193,0.004094999029707578,,0.0009200034958916176,1.6222234884577786e-05,0.00428307556540065,,0.0024863616629656315,0.011416803355893729,0.009878529932963644,,0.0002120043321478259,,,0.1211182473172986,,0.4638525009515355,0.028292997084256064,,0.0,0.0008702215125895695,,,4.856531568570474e-05,Control
4,,,0.0010275756818971685,0.0009662285071711651,4.601089211006744e-05,,,,0.0010582498371107978,9.202167065000934e-05,0.006272807388273807,0.05986008750186583,0.00328210848672947,,,0.12088631305302469,,0.015919805921084527,1.533696403668915e-05,0.00024539097030652415,0.001978471086415914,,6.13478561467566e-05,,,0.0037115398455127464,0.0005367937412841202,0.0442624800270069,0.007223707335597577,0.062237337370175255,1.533696403668915e-05,,0.009125484516219999,1.533696403668915e-05,1.533696403668915e-05,0.004248340401004401,0.000138031994909449,0.0014570138548879808,3.06739280733783e-05,,,0.19527020249254015,,0.43139725765679415,0.021793766385389494,,,0.006717582071020808,7.668470661332018e-05,1.533696403668915e-05,,Control
5,,,,0.017793397129148115,,,,,,,,0.05213409348791168,0.025087675335587672,,,,0.01577894593310731,0.027770023743434152,,,0.006524517116952603,0.2388300677228868,,,,0.017036004506546437,,0.04004949800113509,0.006452920788315801,0.09694997628874397,,,,,0.07606476410819732,,,,,,,0.33284047171522685,,,0.0466876441228062,,,,,,,Control
6,,,,0.13247006904067182,,,,0.014097039029968842,,,0.0007621600548865746,0.03941163326341466,0.033191204420082054,,,0.0033461514636118775,0.011102482104433037,0.01342190101397145,0.0056763020287398,,0.0025187514430623525,0.23253797598212983,,,,0.007816470413728701,,0.029987752099605924,0.032285282681902366,,,,,,0.0014028717697849497,0.014318472398766227,,,,0.007534684763992299,,0.38427614823667744,,0.00407420397944665,0.01808273341430599,,,,,0.011685710396817312,,Control
7,,,,,,0.014659276220750243,,,,,,0.1991494218847931,0.008196576980016029,,0.0008878677560017856,0.00019842194184446063,,0.0194731213230437,,,,0.03999630927138596,,,,,,0.0336175268153872,0.03488654179030724,,,,,,0.020582050441232232,0.007623648715887046,0.007704949389827372,,,,,0.25775432848108504,0.34076151161699086,,0.014508447371447582,,,,,,,Control
8,,,0.003577044324134655,0.007358436128228805,,,,,0.0007086750322367025,,0.0048619488259147095,0.20046944143162904,0.02013010291912657,,0.0013615728366928974,0.03624485391690512,,0.04023647516316108,,,0.002711584575264018,0.0516378475872039,,,,,,0.06073886572443718,0.052611616571110145,,0.01244197266814426,,0.0033468364931132865,,,0.01856499390760553,,,0.0009450690648846351,0.010258547733390938,,0.45811358373252087,,,0.012912428231187482,,,,,,0.0007681031331082977,Control
9,,,,0.03603398305561994,0.013840183811777283,,,,,,,0.09907688116780562,0.015468494065376806,,0.001529783530341445,0.00086981567342562,,0.0005497549374430865,,,0.008247835207708536,0.03750100365284299,0.0013117755250955517,,,0.012204418570937375,,0.04717727486165206,0.013359840850126443,,,,,,,0.05031249996851778,,0.00019554230045391803,,,0.0006910974657979792,0.5723898905940324,,0.00038010360618888865,0.08885982115485609,,,,,,,Control
10,,,0.0025008443591238738,0.0015675971054650633,0.0002916072213195705,0.00038700444086554447,,,,2.520319555690574e-05,0.0021593514738714203,0.10726875781676587,0.004686440482914054,,0.0009691774291428301,0.04968080985990669,0.0037323641420181327,0.04450426095430339,0.028906086540483364,0.000598003094577491,0.010548266358618351,0.04010297067566538,,,0.1070812960316319,0.01170823822685313,0.0009438700881497387,0.08778741666933106,0.013234489594152526,,0.006213525013702936,,0.0004569901739822413,,,0.012591391525706687,0.007240815596237308,,,,,0.17861671323876996,,0.22084977052073865,0.05284006166659568,,,0.002506676503550266,,,,Control
11,,,,0.0005546194112492181,,,,0.022486718836739302,0.13089735065015937,,,0.05146407233834918,0.06933930744986508,,,0.006857308255317895,0.017762877310197257,,,,,0.16683955633724631,,0.0042471658589605405,,0.012884377369807317,,0.005760155322113532,,,,,,0.00042382550761759267,,0.010691505422467381,0.0025974419703195147,,,,0.0013790204530119063,0.004558326296887618,0.24571125048804457,0.23828354971172083,0.0027913283129778286,,,,,0.00447024269694776,,Control
12,,,7.977201037645079e-05,0.04455469761739477,9.773593637725461e-05,0.005382580878263447,,,0.0010483016478096188,,0.003159621153994487,0.11518022790843067,0.0029697312921441823,,0.000158021654142664,0.024338480962298088,0.00042463879314894433,0.0320290711127891,,,0.0008566864371343782,0.06023081107633349,,,,0.02390551989834651,0.0009235690768774839,0.0612735307132389,0.02352239096810337,,0.017260389644659337,,0.0006573579023006005,,,0.008621872551527037,,1.6543050497915376e-05,4.9324678171698605e-05,,,0.4950249059177434,,,0.07823421711789615,,,,,,,Control
13,,,,0.008909710322006896,,0.0006840473072223664,,,,,,0.2983989522671508,0.010833988556668377,,,0.004771118731151961,,0.007457427071154619,,,0.007101352462927434,0.1070675716262048,,,,0.0012253603338038454,,0.08411065360942678,0.015023749040583251,0.0008235030317861865,,,,,,0.019737961405540412,,,,,,0.37552230032861666,,,0.05833230390575556,,,,,,,Control
14,,,0.00646339194577553,0.07845100237835446,,,,,0.0004936719681008863,,0.021700448015607637,0.035914761385177775,0.03811290395571132,,,0.0995876848504352,,0.059529055647460485,,0.0006841414542657019,0.0015560371485893293,0.18652835672299964,,,,0.036315511597620635,0.0005623576381381457,0.017473714909215243,0.009709217254886186,0.2491318754808248,0.0006345630716472996,,0.00019529659035484243,0.01813422366588394,,0.013446401544673341,,,,,,0.032684825294025964,,0.017084529633894317,0.02985865635543577,,0.00014280183228829882,0.0011079209762818226,0.012031858887654177,0.032464789794697226,,Control
15,,,0.0009968952742249312,0.0714009390641352,0.00011380137508802011,0.010337196814468094,,,,0.018742752468768147,0.005826415684930993,0.13856569947824335,0.002339131199267281,,0.002359290981646605,0.06548362542551754,,0.0717057215728877,0.002955018515388295,,0.0020259984847955286,0.09248258415486436,0.0008443250868689795,,,0.000103781128224924,0.0018866693379372393,0.02356988710641156,0.023743929251331286,0.053314751342206104,0.014528165064958042,0.000303947488180582,0.0023880395470514417,,0.0014660575469934668,0.008746482624951582,,,0.0004957636424169933,,,0.3458989217140778,0.0005159234247963175,0.0004800175402035567,0.03637826765916417,,,,,,,Control
16,,,,0.03503461440727865,,,,,,,,0.1046478957621884,0.007427377919912737,,0.00031174658659179793,0.0021527868161562817,,,,,,0.011425130204298344,,0.0025845630692887265,,0.0024667026135891763,,,0.008021535098864368,,,,,,0.2417389220468261,0.01759240321704297,0.10930550132528456,,,,,0.43366863135191414,,,0.023622189580763852,,,,,,,Control
17,0.0007026402000518559,,0.00011542608477187736,0.12929759687396983,,0.0002239866775127137,,,0.00029403615089192934,,,0.26177584747794536,0.03397710551499611,,0.03757794881196414,,,0.0003631201644542797,,,0.006146546287415456,0.0462595780318415,,,0.00664601083267369,0.024528472107275885,,0.004995825459025187,0.012618345259801479,,,,,,0.0004398205832385661,0.12354345636545355,,7.766587860115171e-05,0.0009904544987906542,,,0.26547677677592846,,,0.04394933996339619,,,,,,,Control
