,taxa1263,taxa1730,taxa189330,taxa216851,taxa292632,taxa33042,taxa375288,taxa397864,taxa572511,taxa816,taxa841,condition
0,0.0110365359576411,0.006011428709898613,0.0020361954487019686,0.06004707687535098,0.08932341593904171,0.0013519770835998027,0.07664754490083005,0.01255951048096573,0.003160252148069609,0.6588042135323671,0.07902184892353341,Control
1,0.027053625597628046,0.02421755469702256,0.012005661138292923,0.006917705595133912,0.12008195279594974,0.019043738445274298,0.03729822525081746,0.013519643846446374,0.024991301393260883,0.5853332904307658,0.12953730080940806,Control
2,0.010028735880652426,0.09842347934322929,0.02749147579066905,0.015292108317676623,0.15688621472401987,0.007064769167993523,0.045981423585162426,0.0059423445991655536,0.029760206302129846,0.47829450757224834,0.12483473471705309,Control
3,0.12457661222912023,0.08212429830264832,0.052719099037077714,0.003723863976132247,0.12243216113763912,0.008978430646671675,0.04501843891176865,0.030741181471076608,0.015962148934834428,0.49239748188762694,0.021326283465404102,Control
4,0.030167887062194185,0.2204092398379689,0.0028388109975947,0.14568401031810946,0.06756062857225822,0.02966299176777478,,,0.00607786010540733,0.41650413547116305,0.08109443586752943,Control
5,0.017001590574840977,0.41229250329532824,0.021742603282102393,0.004737421406234597,0.06996176378948138,0.007778510348148152,0.0461286517958734,0.08401229562401206,0.021685885493472005,0.2968730418121556,0.017785732578351036,Control
6,0.05667475683945368,0.30922079966213967,0.013129520102976034,0.09245382967575537,0.0743038885965495,0.009435994657245032,0.029668419321096283,0.03981427733561187,0.024785926139289226,0.31870741809092606,0.03180516957895719,Control
7,0.0014546790289403587,0.6659701702167237,0.2887285863300736,0.0005866685887424613,0.00038660991877996194,0.0003158605481679929,,,3.924979020446854e-05,0.02214067742166457,0.020377498156703054,Treat
8,0.0020889321545483016,0.5642808904769939,0.36649289894053383,7.225827804309419e-05,0.001228170528917795,0.00022445460435889563,3.78277609384357e-05,0.0015123077846311028,1.2254914537882972e-05,0.009475008565408633,0.054574995991088004,Treat
9,,,,,0.010474021449606527,,0.00011997701836758711,0.004073590673680118,,0.06362184546343695,0.9217105653949088,Treat
10,0.000755993677168059,0.5674611025973445,0.40467348989414326,,0.0009562513735598591,,1.246900483283863e-05,,2.0794748349538893e-06,0.003500228203872218,0.022638385774244246,Treat
11,0.004158986679020886,0.8156402457559594,0.11274331113801009,0.008702858432945736,0.006248658094307643,0.007069430687351131,3.4849289885432774e-05,0.0021623910143262173,3.340894642821176e-05,0.02644455032156598,0.016761309640199368,Treat
12,0.002109528683913599,0.4540166516218195,0.4535889808498309,3.299163121534916e-05,0.0001928165056973294,,,0.0011998581891477906,,0.035050401180037834,0.0538087713383377,Treat
13,0.005505763527762708,0.2877715211039472,0.6165514253960374,,0.00016223168730375236,0.0008837904202916842,6.432695785401456e-05,,3.123459714576113e-05,0.05976580144647428,0.029263904863183123,Treat
