,taxa100883,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,0.004893558320107105,0.011942569560397217,0.031022812625052243,0.0001834142527014896,0.0006109335744176236,,0.022035411027005247,,0.0037829576678459743,0.05202771836282187,0.010682099749485238,,6.884485455930984e-05,0.003776764727405856,,0.16396016246559947,0.0009507195732320883,0.0002909649850115358,0.00386367232491551,0.15221834739113613,0.00035402976182673576,0.04167879880901498,0.004125736921206495,0.0016614627044096108,0.032817423548924377,0.0153896634250408,,0.005465063507055978,4.7272778692899404e-05,0.010607268385833812,,0.012595615129807643,0.018586149633207615,0.014106279734500385,0.00010755073231004625,0.0007805169268028502,0.004203251892381972,,0.3683426793405881,4.716956301889744e-05,0.003333969485937431,0.002660796860096625,7.008344264733342e-05,,0.0001801113511334268,,,0.0005281546038680485,Control
1,,,,0.4102091399234388,,,,0.06068152778899155,,,0.2168411101328436,0.03871055798413669,,0.008394410974025502,,,,,,,0.027836409749695944,,,,,0.046108011840027205,,,,,,,,0.03970890347319141,,,,,,0.13853699025961685,,,0.012972937874032468,,,,,,,Control
2,,,,0.050988089671688164,,,,,,,0.2763302421858439,0.01410274819057906,,,0.01756979187593606,0.0052703205394415455,0.028691899016914487,,,0.005968184394182955,0.1934577329077476,,,0.006520577153173535,,0.018502542920509516,,0.04084851376333306,0.002651631655472574,,,,0.005951660718317656,,0.004554468885656896,,,,,0.21128029519233196,0.08219953551737982,,0.0351117654114913,,,,,,,Control
3,,,0.0013593297791317592,0.03996283320639756,0.001897435897435897,,0.005788981975120589,,0.005062503173394264,0.0003263772531099264,0.10488042650418887,0.005511449606499111,,0.002558111195734957,0.048123889312008124,,0.013515410002538714,,,0.009556435643564357,0.06523919776593043,0.003444224422442244,0.03648570703224169,0.2611454683929932,0.0002584412287382585,0.009307946179233306,0.00018400609291698402,,0.000623000761614623,,,,0.0002568164508758568,0.017496623508504696,0.0143997969027672,,,,2.1731403909621728e-05,0.11414978420919016,,0.1894105102817974,0.049033561817720235,,,,,,,Control
4,,,0.0002705890821875058,0.05208495819424353,0.0001816592358215172,,,6.428416146086476e-05,,0.0001598888808219911,0.13984372376582366,0.0037977973535258175,,7.640162320588398e-05,0.013287515635889991,0.008493211089366997,0.016815442739704697,0.003072700765546319,,0.002175187073584724,0.09392891547793171,1.3452436344046777e-05,,0.05165776632255473,,0.032226286820524884,,,0.0038420568960012688,,0.0001322651756574981,,,0.016610370103223315,,,3.090979648517619e-05,,,0.2241381275625736,0.29806902085671894,,0.039027468950801364,,,,,,,Control
5,,,0.0023151696084617005,0.2110080072224018,,0.0008166238349517054,,,,0.006752740460325522,0.06127961672027043,0.018982810889001743,,0.0007080826267382754,0.0036510061605855896,0.048730796259534546,0.02804015409158293,0.008244823004991051,,0.012146356226500265,0.09847888422100141,,0.015342269003688146,0.02005539910438115,0.0007657387316682827,0.018155209824107846,0.019102124145289286,,,,0.00020538704994639627,,,0.01628354082349743,,,2.410886949920236e-05,,,0.40608877193522414,,,0.0024654653268290686,,0.00035691385952223403,,,,,Control
6,,,,0.08471881086925323,0.03980519375195948,,,,,,0.20394170471994832,0.04137040678703145,,0.005596352633760683,,0.023766662019721257,0.014742177681809347,,,,0.024924120993318463,,,0.002348384166741436,,0.04807740674986958,0.03729379008632026,0.0019915480343934188,,,,,,0.0016782385188795676,,,,,,0.3767824098265034,0.06788140146672379,,0.02508139169376644,,,,,,,Control
7,,0.0,0.0010866293362556186,0.03049519963327188,0.0003716495065143667,3.0122277354474925e-05,,0.0015140686944898933,,0.0012685297083081697,0.1128832343858948,0.006575353740539855,,,0.07964011939452526,0.00030345012503927036,0.02669130753805748,0.0016653164674035592,0.00011295854007928099,0.0022271393658072703,0.2653295345323272,0.00015252054519624984,0.022347229673243294,0.14049496841297388,0.0009098200533334013,0.009874485561353034,0.0034746683314528116,,0.006733813889721494,1.9409777309397573e-05,0.003961821922611628,6.692660919251297e-05,0.00010754925787830132,0.006369164630761337,0.019348366046762926,0.0002805402239527683,0.00030896547159713197,,0.0002254928227310341,0.19017233124577468,,,0.06433715398359693,2.6516089220488495e-05,,0.000569035274671683,,,2.460693079661332e-05,Control
8,,,0.0025387387634360293,0.014869247947884986,,0.0004290797478115765,,0.03226829972834764,,0.0010716840364768552,0.12189479423514198,0.009499862168538181,,,0.03143653889207872,0.005568187990945261,0.054833772211045094,0.09723022220056178,,0.005407968435326077,0.23807834005229983,,,0.00301127476587689,,0.028816268884560178,0.0344994941103068,0.0002463197984360825,0.0026112335433549753,,0.0014063378104444265,,0.021193249862803125,0.005069456395760579,0.00703991324994403,,,,,0.10482095363126251,0.10153533587471193,0.020004091792199908,0.053347426156096285,,,0.0012719077143482297,,,,Control
9,,,,0.0808659219162329,0.0033614892309340853,,,,,,0.06522133672467884,0.08349204703508285,,,0.009011277798414735,0.04153406442349938,,0.003991742899856025,,,0.3488674912110594,,,0.013795234427473742,,0.027191396812474684,,0.01471372383498928,,,,,,0.0008385318525030549,0.0015274755937743124,,,,,0.2315486950201065,,,0.07403957121892021,,,,,,,Control
