,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa872,taxa946234,condition
0,,,,,6.850862301620159e-05,,,,0.17974899291817448,0.006702393170379426,,,,,,,,0.006324176926153887,0.001624039473128151,,0.0025492099161975364,,0.07786724549021214,0.004593624786176582,0.04534946542498504,,,,0.00895740111525147,,,,,0.6587114237419471,,,0.007503518414378054,,,Control
1,4.292375619831665e-05,0.0031753479879413535,0.042757616012560805,,,,0.0003191507519686603,,0.08985537926067518,0.0049143155978769205,0.0,0.027580179809129676,0.002334042366454348,0.03269477260357427,0.001201360188185827,0.0006031545223914048,0.0070842377200435866,0.05237102244488261,0.0008269640370630979,0.06444310163224401,0.06633194889911675,0.0001510916218180746,0.005014504694697461,0.00040974512681546036,,,0.00136265251441809,0.12856826447740025,0.00724320711358747,0.003252610749098324,0.0001168536139328291,0.00021350781318409736,,0.01912571479416241,7.433384602814365e-05,0.4316655316278901,0.005254069752820773,0.001012394663839826,,Control
2,,,0.07699480009354435,0.0325386118965633,,,,,0.20213350922594467,0.031046303445990193,0.0028745826049265746,0.002675303902556466,0.016069469468373097,0.01524324881279586,,,,0.03531279454457058,0.0008409256997724875,,0.001436834939022745,,0.04889193942495366,0.03449854075254533,0.0074383184244468,,,,0.008631860942611586,,,,,0.4107494075895471,0.04962090396064646,,0.023002644271188595,,,Control
3,,,,,,,0.022121916580943018,0.0011660689577160613,0.1385935331107226,0.006394726977609029,1.7047791779474577e-05,0.033091568904266226,,0.019314546399376013,0.00019875719592305063,0.00036281712151846487,0.0013949104920734786,0.1500265845270632,,,0.04390087170373425,,0.02182217628900861,0.015702520445817804,0.07302672311558221,,7.912181008238499e-05,,0.026166956445699868,,0.00019875719592305063,0.002409755508592789,,0.3844507692866181,,,0.05955987013995034,,,Control
4,,0.00041962524389228264,0.04259035667834975,0.03343090405777922,,0.018636602259906203,0.000440031606036637,0.00041962524389228264,0.22003134085751472,0.011173052994804561,0.002847153654313325,0.01653381468868593,,0.08577798789540175,,,0.008891683858422525,0.047208720415436244,0.005752418827220471,,0.06178746059086052,0.00017744212362070608,0.02019618697282701,0.05714910483400825,,0.0011638877413906908,,9.923499966645441e-05,0.03969182456909429,0.00892783523095237,,,0.001313776096836786,0.29501280939463337,0.0001937050619794047,,0.020133414102474333,,,Control
5,,,0.021025831494314938,,,,,,0.04623421688987604,0.009066620455660946,,0.0005905639732729913,,0.006088440891034132,0.0002018209320006108,,0.0016477463945641488,0.03338128781831044,,0.01605564763121927,0.0005718611958048719,,0.08679251064711083,,,,,0.0012109255920036643,0.005413450255631042,,0.0012903859798908163,,,0.3987654053562853,,0.23835052069272125,0.13331276380029877,,,Control
6,,,0.01652866710826525,,0.00011510185389628972,,0.050524500543820475,,0.1726180254000965,0.010069878887498671,,0.005713386161608726,0.014915401159605173,0.01815246191212188,0.020179010982720413,,0.0011309830475209146,0.19563124064669654,,,0.002387392360344447,,0.03032279630038517,0.02942416362045419,,,,0.012593737477817847,0.0013435023674590906,0.0037883434328565696,,,,0.1487768128030879,0.19250836175102015,0.010048207845734892,0.06322802433698879,,,Control
7,,,0.019399311600607944,0.0002878820799972854,7.191578956586178e-05,,,,0.054393950754650575,0.019070928999850585,0.0007215660347308384,0.005747242817588391,,0.0035881272176087504,0.00025208837651473316,,0.0009344674208885265,0.08382852517353652,0.0009074305867595039,,0.014696544375161795,0.0003759980778671769,0.09351482674807635,0.0054095560431429044,,5.7576415999457076e-05,,0.00019287004751148928,0.008632412347842554,,,,,0.24054353888077357,0.3323768277912384,0.042612677648145705,0.07238373477194103,,,Control
8,,,,,,0.022418162788628692,,,0.054892866965785866,0.018870100572539333,,,0.01697249396729667,,,,,0.19427615398036271,,,0.011067844983801837,,,,,,,,,,,,,0.002786963375439258,0.3219538690836704,0.35238458974868975,0.00437695453378548,,,Control
9,,0.00452895735209673,0.006823701332164168,,,,0.001098139747178374,0.008047503439610904,0.18994136710832202,0.019799950430339906,0.0004708504223236883,0.04646879565357516,,0.053071335321572946,,,0.0013513049253919358,0.05406150155171033,,,,,0.059629295014731847,0.054916087399654166,,0.013989625544570979,0.005141625263185448,,0.022215755626483615,,,0.0013463970382537082,,0.4439541783297152,,,0.012283725773442116,,0.0008599027256769204,Control
