,taxa1263,taxa1348911,taxa1730,taxa189330,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa375288,taxa397864,taxa572511,taxa816,taxa841,condition
0,0.060193157414093326,0.0006143667811710201,0.25151214078727674,0.010990425559899515,0.06141317434614765,0.0024015872983753914,0.05517673668351831,0.00029527585099605396,0.025403529394734316,0.18303989679509736,0.008438632043173468,0.0438354667545386,0.024448124453556784,0.013779124635516435,0.2105564307640391,0.04790193043786591,Control
1,,,,,,,,,,0.2297570689271207,,0.03976281192884358,0.010992903297870988,,0.4920781476234442,0.2274090682227205,Control
2,0.06371223721526481,0.0017980407902287137,0.02382768054728318,0.008945266025189122,0.1157638682734262,0.0065359018413236585,0.047134227804068965,0.0015402500308489958,0.003961241510241132,0.06864074401283317,0.13558369337795145,0.018033516360233308,0.007142406716093497,0.013027703759974071,0.3979195730540883,0.08643364868095141,Control
3,0.008483827750332964,0.0010056034532170762,0.12009171644726371,0.019960974843375993,0.044429969801827895,0.00106818352234832,0.06295611333043799,0.00031008142362328085,0.014386086702900466,0.3504559042603872,0.16424524396172807,0.009867730540370443,0.027184556516849732,0.018645853750942225,0.09663490242677239,0.06027325126762225,Control
4,0.08491886305371994,,0.22293645502905893,0.03424149147021847,0.00295063777621683,0.017723288786681637,0.01681203609665743,,,0.038947076430242804,0.0015847094773859002,0.05392374424524967,0.03804902219577559,0.009520224955371323,0.45302244632255234,0.025370004160869035,Control
5,0.11660106526987193,,0.0768666003616942,0.04934395788902529,0.0034854576534681498,0.033808218777140436,0.011530085740547182,0.004102690529702433,0.014580227046687598,0.11459390455798843,0.008403620544184837,0.042136303435869646,0.028773093464682473,0.014940232652778648,0.46087359334113465,0.019960948735224204,Control
6,0.019158442853291973,3.792512048887396e-05,0.16105023724908288,0.012922122872027235,0.03320733765526474,0.008523064283334618,0.06618686919957946,0.10190556491765462,0.010348833215152526,0.2915024362101389,0.003823413998915366,0.038818978547534286,0.045471964078143114,0.0076166922118530425,0.13321422036231642,0.06621189722522197,Control
7,0.00023560494882308498,0.0328731566836301,4.238465715864135e-05,0.00017608889099460812,0.00041122915702350557,1.1276364044989155e-06,6.760178179118789e-07,,6.500686854646897e-05,0.5961097419527601,2.9409244783034662e-06,0.00015518868023422884,2.8586898332418513e-06,0.06061913667151509,0.2107378493645607,0.09856700885621965,Treat
8,5.626909424650082e-05,,8.7263945436629e-06,0.00011921178447959144,0.001559339506740515,2.1182705647943844e-06,3.203949207369019e-09,0.1251161628095411,5.23680594696336e-05,0.8379647803237317,1.4567778473523589e-05,7.8521793982982e-05,,0.024490049790480355,0.004433327517832751,0.006104553671963709,Treat
9,0.0004285397244154152,,0.00010762496265934461,9.732445141469143e-05,0.002684206854724843,1.6387795728440315e-07,2.49783932938749e-07,0.17726701719171978,0.00022537610365957745,0.6506524257531682,5.269965049695786e-06,0.0005219212877897692,9.928359923171939e-07,0.04279536540879147,0.0928590047528967,0.03235451704582792,Treat
10,0.00014783342189362642,0.007132829866856103,0.000231194870536505,0.00017976180405469272,0.0002840304928369307,,1.273547809831998e-07,,0.0001635079629999072,0.5914794049539465,2.2708220039424696e-06,0.0018568148766570987,1.5759486850749696e-05,0.14150233998557837,0.1882540605512608,0.0687500635497438,Treat
11,0.002369786902061148,0.2160736904930007,9.717451193840135e-05,0.0003745010898183498,0.00047846296825776967,,2.617985580978968e-07,0.021562599703937105,0.00013019010836916534,0.03613599134806335,3.526309107491843e-05,0.0013703004264015578,,0.07281822249978977,0.635443497614222,0.013110057444507628,Treat
12,0.00010345646185964415,0.00024188009632768753,3.841491391909089e-05,5.3976551776644476e-05,0.0006037652170248339,4.24307486417421e-07,3.4989447782728946e-07,0.36999558199188803,3.24378978734138e-05,0.5643150223385407,2.1087285693452117e-06,0.00029412329479819554,1.6372715408379542e-05,0.01796682895771671,0.02066455308086402,0.025670703551469037,Treat
13,0.0012579435137277074,,0.00031838870479073626,0.00010353488842283565,0.0003172092704839957,,1.8767482381101947e-08,,,0.46337903555979276,0.00022881736884614178,0.0004492383747106883,6.477597604084435e-06,0.18443129304178518,0.22497542472507295,0.12453261818728042,Treat
