,taxa100883,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,0.05251844371464532,0.0014262295013895854,0.00509234210573303,,0.00044741605291426684,,0.0003639537544123944,0.14307970898648117,0.013532103710833451,,2.346079535002884e-05,0.0028205896922815655,,0.012760492685007058,0.0003519119302504326,,0.006292891212914815,0.08411234938896048,0.0035208840525970276,,,,,0.08266421622465558,0.003349080440631108,0.08264293541471421,3.0104560404904263e-05,,,,,0.006718403602913789,0.013047939332459403,,,,,0.4131996247933686,,,0.0720049180470819,,,,,,,Control
1,,,0.0017783493386515246,0.03959596153791902,0.0010146621872881873,0.0008436188343285785,,0.0006283779625528947,,0.0008670236669876822,0.15641428768906848,0.007446811734138238,,0.001084040798384816,0.057123673538945485,,0.020850048894158233,0.0021910684859883945,0.0005545064594725994,0.013001802485572334,0.09851574701173053,0.0008818606591197925,,,0.315803287814765,0.003080243155314156,0.02145126053308895,0.004638963216066415,,,,0.0011608379055474992,5.5481991705285525e-05,3.562967828908166e-05,0.013203982624837358,,0.00043497463553503505,0.00023801878927427576,,0.00018222333998873437,0.19221636764729083,6.958758281679877e-05,1.661325175356007e-05,0.04413127478078084,,0.00016822223473730638,0.00032118953390216135,,,,Control
2,,0.00011411915250334637,0.004559216539225206,0.03848035263726233,0.07113406992487106,,0.004575058013091717,0.001268730524825002,,0.024759214642284384,0.23633763690009998,0.022430114379477357,0.0001398489348980001,0.000807309760547546,0.0679019047505654,,0.0004156116615042297,,,,0.019720818743874047,0.021208101067392456,,,0.01142200536107764,0.0,0.037723997935966945,,,0.012205098855841985,4.6616311632666696e-05,0.0015073616438969868,3.279285991475472e-05,0.0001264290876098081,0.012348176626177742,,,0.0001445912869472108,,0.013457987906800473,0.2563251372709116,4.106675072401591e-05,,0.1405673507829018,,,,,3.783791528625543e-05,0.0001614417718880232,Control
3,,,,0.3912093818557924,,,,0.04179264282800466,,,0.20464617285510395,0.013676840765204132,,0.001674138331622006,,,0.0019565876101343407,,,,0.06019071215120779,,,,0.0014152443378984188,,0.04439218264339547,,,,,,,0.002568596736736501,0.08576811106959195,,,,,,0.1418563491664106,,,0.008853039648897772,,,,,,,Control
4,,,,0.01652664491446454,,0.00011508777180159482,,0.05051831914207074,,,0.17259690651019635,0.010068646891807375,,,0.005712687159444705,0.014913576340243605,0.01815024105573304,0.02017654218891832,,0.0011308446778089207,0.19560730621329853,,,,0.002387100275689384,,0.0303190864688363,0.02942056373179561,,,,,,0.012592196701559928,0.0013433379971477444,0.0037878799493491155,,,0.0001223446384072016,,0.14875861075772215,0.1924848093851114,0.010046978501379367,0.06322028872721407,,,,,,,Control
5,,3.927599759768563e-05,0.0037724190785385315,0.06304921231885591,6.832808860422114e-05,0.00013058256933251152,,0.0006335785282575111,,0.018983365096615412,0.24561973930657824,0.005547835887471027,3.8364956416296015e-05,6.346920230347653e-05,0.054934467289420676,,0.08026789064711964,0.00028788901331911837,0.000229582377710183,0.00735139374622867,0.02770628072802718,0.0008256057639348557,,,0.007330338572258776,0.004582638369187699,0.03592225255539459,0.012715907902644517,0.07698885098170255,,0.00020579408019612082,0.0019263459646493752,,0.0008336026809714979,0.00726221293725042,,0.001991434795719767,0.0003979225426713975,,0.0004668579920632117,0.24222965384382952,,0.0,0.09745296167846987,6.367165589934087e-05,,2.986190538999294e-05,,,5.041094537022538e-05,Control
6,,,0.0006853606903850825,0.00876692806165153,0.03866583320522011,,,0.1674853755477528,0.028785212705751868,0.002455881728936846,0.004140730537118125,5.711343170489688e-05,,,0.049003447411295205,,0.0011422686340979379,,0.0001427837017806622,0.0004569079437128551,,0.010851554474298808,,,0.07736033572072065,,0.015249304152896787,0.0021132001585601047,0.016534350852928065,2.8556838370868444e-05,,0.0011993842711343946,0.00011422686340979376,0.0005996909103829972,0.4066190330389006,2.8556838370868444e-05,2.8556838370868444e-05,2.8556838370868444e-05,,0.07553260593113321,0.05243028761874662,,0.000257011790374656,0.0022274265318962183,0.0015420633911427352,,2.8556838370868444e-05,0.034867762185163124,0.0005711343170489687,,Control
7,,0.0,0.0010866293362556188,0.03049519963327188,0.0003716495065143668,3.0122277354474925e-05,,0.001514068694489893,,0.0012685297083081693,0.11288323438589477,0.006575353740539854,,,0.07964011939452526,0.0003034501250392703,0.026691307538057485,0.0016653164674035592,0.00011295854007928099,0.0022271393658072703,0.2653295345323272,0.00015252054519624984,,0.022347229673243294,0.14049496841297388,0.0009098200533334013,0.009874485561353032,0.0034746683314528124,,0.006733813889721495,1.9409777309397577e-05,0.0039618219226116285,6.692660919251297e-05,0.00010754925787830132,0.0063691646307613365,0.019348366046762926,0.0002805402239527683,0.00030896547159713197,,0.00022549282273103417,0.19017233124577468,,,0.06433715398359693,2.6516089220488495e-05,,0.0005690352746716831,,,2.460693079661332e-05,Control
8,,,,,,,,,,,,,,,,,,,,,0.08146718370656325,,,,,,,,,,,,,,,,,,,,,0.9185328162934367,,,,,,,,,Control
9,,,,0.08833294286053722,0.004923591950943325,0.0007204015389612926,,,,,0.08823355922599982,0.015358665879074728,,0.00030282411526756946,0.018672699886762886,0.033855237611004355,0.0057496080733158384,0.006305201014564635,,0.0017290883124845785,0.3272972054609697,0.0016297046779471765,,,0.0198757922651493,,0.0314086555356996,0.0017876592318984707,0.011562875674292516,,,,,,0.05247746681188931,0.005865607571516753,,,,0.002097960485814622,0.22677538426261706,,,0.054805453160295725,,,,0.00023241439299342265,,,Control
