,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa61170,taxa816,taxa838,taxa841,taxa946234,condition
0,,,,,0.0221343466615615,0.0011667241600398781,0.13867140741168849,0.006398320109857495,1.7057370760816935e-05,0.03311016272129682,,0.019325399047155203,0.00019886887557611264,0.0013956942781350795,0.15011088294369282,,0.04392553915840539,,0.02183443794859631,0.01571134353283835,0.07306775609083592,,7.91662678252033e-05,,0.026181659393203098,0.0024111095257790057,0.38466678827568646,,0.05959333622706611,,Control
1,0.010236881263476565,0.08499198653048609,0.0006815435493550417,8.902095012493031e-05,0.001050616171759112,0.004331296904299099,0.11007023362244196,0.01694956778375111,0.00010232657256353197,0.030071868313198722,0.0037027646443422964,0.014778533722519268,0.001171739576021621,0.002306096689001457,0.5439898133844212,0.0,0.07135108352646727,0.008457307062402632,0.015212022453554668,0.0001401314363176542,,0.0006146986366277809,0.004913470686076965,,0.027959336750625497,0.0006701387301219546,0.03613215693326945,0.001635113157454829,0.00837779012830527,1.2460821013928559e-05,Control
2,,0.06031048250020661,0.0003110899479804733,,,,0.04427123774143653,0.047396062103765194,0.008412243523592636,0.006681320082899466,0.007069198694653258,0.028660334477696316,,0.0063671020815983985,0.14151615937209677,0.027303364766233004,0.006718150388125828,,0.03762513348463021,0.013134594988232969,0.03672859304096933,0.0018696677412034346,,,0.0072803927462663405,,0.45024795876862467,,0.06809691354978857,,Control
3,,0.0007717149030047716,,,0.18213469310971891,,0.07160872985560451,0.09648089453372174,,0.00954147450989334,0.024715826497397685,,,,0.23214580922466524,,0.017927728151133554,,0.008014861390597476,,,,,,0.014876497112660396,,0.006342598662645865,0.331555229989568,0.0038839420593885566,,Control
4,0.0006674747484411934,0.07076500069067668,6.565913579899931e-05,0.00927803056079958,,0.00994885404476422,0.12691348840769417,0.003232366964006474,0.0018596245947880513,0.08126508052213963,,0.07793691580262313,0.003918379355523889,0.0031991188041665445,0.10831760125290545,0.0009083445107347902,7.128022757049836e-05,0.002428431242984847,0.023663719978735523,0.022313103183511304,0.05318533516955663,0.018554625949231972,0.004303842733812001,0.0013164118538061661,0.00955178968984131,0.00010416959431863097,0.33097227545980823,0.0004565044104640808,0.03480257111129582,,Control
5,0.0064197513676625875,0.04733939142679331,,1.7670145766654747e-05,0.012048228253304752,0.003965742941948083,0.022869452293752247,0.008181812948923773,0.00017348870389079205,0.03690998948224732,0.0003831208877588325,0.034615413962654676,0.00726323309853904,0.003863871874308504,0.26555417927728303,0.0,0.02382524654203948,0.0011176367197409127,0.0314074793175629,0.009561422966129409,,0.0041914388946949,0.01085683206146212,0.0004966381878355236,0.023308260913624177,0.0008084091688244548,0.1861255354087634,0.22826347847260864,0.030349680136895443,8.25945449850453e-05,Control
6,,0.08577817831271359,0.21087929404079922,0.0010222113900259255,,,0.12524465894281703,0.0428319495582308,,0.000625651898732825,,,,0.008814557332591122,0.06235019546014678,0.0010135603480666629,,,0.02843362525437801,,0.03089660894107615,,,0.009164657524473369,,,0.34848746677626075,,0.04445738421968777,,Control
7,,0.055831714475089125,,,,,0.3025802943764506,0.015442441859666176,,0.019238838123184082,0.005770975799347998,0.031417492280554044,,0.006535133384605448,0.21183529283508074,,0.007140000815345723,,0.020260196058582137,,0.04472892732109,0.002903523988341472,,0.006517040038513634,,,0.23135091334753013,,0.038447215296618646,,Control
8,,0.06826457855104111,,0.011186906309359044,,,0.07011226186739968,0.021461845274383832,,,,,,,,,0.010188061073854823,,0.033562622826499536,,0.05796088069931993,,,,0.0095193919068685,,0.7126251713007554,,0.005118280190518104,,Control
9,,0.016259859550164932,,,,,0.014555314835751572,0.0072156821721016,,0.00415770230057924,,0.008248569534171607,,0.002531716345562748,0.07217205250089907,,0.011445730677125406,,0.02241710272289269,0.008125621067615545,0.18951699489498328,0.0004688474939004233,,,0.015020354634681227,,0.3517989504990636,0.1982105637282384,0.07785493704226873,,Control
